Car,Purchase price,Sale price,Transport time,Country
1208,19046,45144,"0"" 11ays""",Malta
1209,7124,13115,"0"" 21ays""",Denmark
1210,21483,53128,"0"" 08ays""",Spain
1211,8870,13400,"0"" 19ays""",Spain
1212,14068,20501,"0"" 10ays""",Lithuania
1213,19814,58950,"0"" 22ays""",Slovenia
1214,8451,18558,"0"" 02ays""",Latvia
1215,27918,86700,"0"" 05ays""",Portugal
1216,11211,31017,"0"" 03ays""",Sweden
1217,21144,53526,"0"" 14ays""",Latvia
1218,10765,25864,"0"" 08ays""",Belgium
1219,6509,7857,"0"" 09ays""",Belgium
1220,6538,11004,"0"" 13ays""",Romania
1221,24296,39275,"0"" 22ays""",Luxembourg
1222,16643,38928,"0"" 04ays""",Czech Republic
1223,13794,23460,"0"" 19ays""",Portugal
1224,7672,21628,"0"" 15ays""",Slovakia
1225,13839,21327,"0"" 06ays""",Malta
1226,19938,48445,"0"" 17ays""",Lithuania
1227,6937,21061,"0"" 03ays""",Poland
1228,7387,9553,"0"" 19ays""",Germany
1229,9619,26672,"0"" 21ays""",Italy
1230,24737,67071,"0"" 07ays""",Luxembourg
1231,20052,31645,"0"" 14ays""",The Netherlands
1232,5506,17497,"0"" 09ays""",Czech Republic
1233,24859,37631,"0"" 20ays""",Hungary
1234,7648,23528,"0"" 04ays""",Belgium
1235,7043,12381,"0"" 08ays""",Sweden
1236,9017,11374,"0"" 13ays""",Italy
1237,12548,15963,"0"" 03ays""",Slovakia
1238,23902,48302,"0"" 19ays""",Austria
1239,17089,48840,"0"" 08ays""",Portugal
1240,14305,17272,"0"" 10ays""",Italy
1241,10527,16767,"0"" 05ays""",Denmark
1242,14250,38881,"0"" 11ays""",Luxembourg
1243,16384,52149,"0"" 15ays""",Portugal
1244,10972,22721,"0"" 13ays""",Belgium
1245,22034,50418,"0"" 06ays""",Malta
1246,27328,58320,"0"" 16ays""",Austria
1247,20514,42081,"0"" 06ays""",Sweden
1248,19974,42691,"0"" 17ays""",Denmark
1249,5664,14262,"0"" 10ays""",Greece
1250,21774,59839,"0"" 20ays""",Romania
1251,22296,60679,"0"" 21ays""",Portugal
1252,24181,53448,"0"" 07ays""",Estonia
1253,17125,37630,"0"" 01ays""",Poland
1254,10270,15250,"0"" 19ays""",Spain
1255,9716,22338,"0"" 18ays""",Croatia
1256,5704,17528,"0"" 03ays""",France
1257,9187,26807,"0"" 15ays""",Ireland
1258,25369,42163,"0"" 15ays""",Italy
1259,16549,30141,"0"" 05ays""",Czech Republic
1260,15459,29682,"0"" 18ays""",Germany
1261,13318,41321,"0"" 06ays""",Croatia
1262,29215,89311,"0"" 02ays""",Estonia
1263,17500,50657,"0"" 09ays""",Luxembourg
1264,21277,65561,"0"" 31ays""",Italy
1265,24581,78582,"0"" 06ays""",Romania
1266,8542,20106,"0"" 04ays""",Poland
1267,17931,41260,"0"" 21ays""",Malta
1268,22555,71687,"0"" 05ays""",Cyprus
1269,22637,29595,"0"" 21ays""",Denmark
1270,19645,27359,"0"" 12ays""",The Netherlands
1271,8845,21882,"0"" 11ays""",Sweden
1272,7083,16217,"0"" 31ays""",Slovenia
1273,14429,20249,"0"" 17ays""",Slovakia
1274,21747,27188,"0"" 08ays""",Slovakia
1275,10476,24487,"0"" 01ays""",Croatia
1276,17473,38332,"0"" 20ays""",Italy
1277,5849,15039,"0"" 06ays""",Luxembourg
1278,15259,38323,"0"" 02ays""",Poland
1279,26835,35916,"0"" 17ays""",Belgium
1280,15670,45377,"0"" 18ays""",Czech Republic
1281,25687,46143,"0"" 17ays""",Luxembourg
1282,20341,33768,"0"" 19ays""",Finland
1283,8067,11008,"0"" 19ays""",Croatia
1284,26084,66836,"0"" 22ays""",Ireland
1285,22851,43466,"0"" 04ays""",Slovenia
1286,27859,52483,"0"" 06ays""",Lithuania
1287,13865,19073,"0"" 03ays""",Cyprus
1288,6763,12617,"0"" 21ays""",Italy
1289,15275,18611,"0"" 18ays""",Denmark
1290,20542,37230,"0"" 31ays""",Slovakia
1291,7587,21548,"0"" 05ays""",Slovenia
1292,14297,24715,"0"" 05ays""",Denmark
1293,23394,44890,"0"" 19ays""",Spain
1294,16293,28704,"0"" 11ays""",Estonia
1295,25129,54655,"0"" 16ays""",Malta
1296,6109,9601,"0"" 08ays""",Slovenia
1297,17909,37940,"0"" 21ays""",Malta
1298,27060,67607,"0"" 02ays""",Croatia
1299,12735,18205,"0"" 31ays""",Austria
1300,5051,13942,"0"" 16ays""",The Netherlands
1301,19047,60208,"0"" 12ays""",The Netherlands
1302,21348,67798,"0"" 05ays""",Lithuania
1303,17430,30233,"0"" 22ays""",Luxembourg
1304,21304,57244,"0"" 09ays""",Croatia
1305,12780,32380,"0"" 08ays""",Romania
1306,25465,75895,"0"" 31ays""",Romania
1307,8403,15200,"0"" 18ays""",Spain
1308,9220,20023,"0"" 01ays""",Belgium
1309,18564,47988,"0"" 11ays""",Germany
1310,5057,6543,"0"" 01ays""",Latvia
1311,23787,50987,"0"" 16ays""",Cyprus
1312,29444,81416,"0"" 07ays""",Ireland
1313,27524,62209,"0"" 12ays""",Malta
1314,19028,38998,"0"" 11ays""",Portugal
1315,24151,63857,"0"" 06ays""",Greece
1316,18652,50625,"0"" 19ays""",Ireland
1317,25666,32255,"0"" 21ays""",Slovenia
1318,7515,18122,"0"" 14ays""",Austria
1319,19066,51241,"0"" 03ays""",Poland
1320,18570,43801,"0"" 11ays""",France
1321,25616,65205,"0"" 12ays""",Croatia
1322,27335,71833,"0"" 20ays""",Slovenia
1323,15848,45940,"0"" 12ays""",Belgium
1324,7417,21545,"0"" 21ays""",Estonia
1325,28138,68188,"0"" 01ays""",Czech Republic
1326,25891,63013,"0"" 03ays""",Greece
1327,20713,42797,"0"" 07ays""",Croatia
1328,13360,40511,"0"" 31ays""",Portugal
1329,19065,26975,"0"" 02ays""",Lithuania
1330,23438,70182,"0"" 17ays""",Sweden
1331,10887,30389,"0"" 14ays""",Portugal
1332,15519,47376,"0"" 12ays""",Slovakia
1333,13383,34072,"0"" 22ays""",Ireland
1334,10581,13471,"0"" 21ays""",Malta
1335,5337,11988,"0"" 02ays""",Czech Republic
1336,28320,41399,"0"" 09ays""",Sweden
1337,27375,77661,"0"" 20ays""",Austria
1338,11201,31546,"0"" 06ays""",Poland
1339,14671,24354,"0"" 13ays""",Austria
1340,19294,24160,"0"" 08ays""",Lithuania
1341,22355,62699,"0"" 15ays""",Greece
1342,21721,67484,"0"" 06ays""",Spain
1343,15910,30595,"0"" 02ays""",Belgium
1344,20285,58249,"0"" 04ays""",Finland
1345,16959,23704,"0"" 05ays""",Estonia
1346,29664,53962,"0"" 11ays""",Croatia
1347,8122,17067,"0"" 17ays""",Slovenia
1348,27108,72917,"0"" 21ays""",Malta
1349,28112,59765,"0"" 19ays""",Greece
1350,24554,58003,"0"" 21ays""",Romania
1351,21188,60221,"0"" 16ays""",Estonia
1352,15499,26955,"0"" 31ays""",Estonia
1353,22028,65057,"0"" 09ays""",Finland
1354,11372,32616,"0"" 05ays""",Cyprus
1355,28388,75469,"0"" 02ays""",Slovakia
1356,24560,37035,"0"" 21ays""",Malta
1357,14993,35004,"0"" 19ays""",Austria
1358,21551,43037,"0"" 21ays""",Hungary
1359,27810,54621,"0"" 05ays""",Spain
1360,16297,33518,"0"" 14ays""",Latvia
1361,9573,28402,"0"" 19ays""",Cyprus
1362,9802,16327,"0"" 11ays""",Czech Republic
1363,29294,69404,"0"" 10ays""",Hungary
1364,9859,29532,"0"" 08ays""",Hungary
1365,22258,51965,"0"" 05ays""",Malta
1366,11003,18420,"0"" 13ays""",Lithuania
1367,21383,27043,"0"" 10ays""",Bulgaria
1368,7809,10351,"0"" 16ays""",Latvia
1369,10956,25331,"0"" 09ays""",Poland
1370,25564,41533,"0"" 19ays""",Germany
1371,21976,64078,"0"" 08ays""",Germany
1372,5147,13791,"0"" 15ays""",Hungary
1373,5594,10529,"0"" 21ays""",Estonia
1374,11269,25015,"0"" 05ays""",Ireland
1375,16308,48582,"0"" 07ays""",Czech Republic
1376,23229,58146,"0"" 13ays""",Lithuania
1377,23075,71923,"0"" 11ays""",France
1378,24169,36770,"0"" 19ays""",Portugal
1379,24139,60166,"0"" 06ays""",Romania
1380,19683,62440,"0"" 18ays""",Poland
1381,15032,39390,"0"" 18ays""",Finland
1382,9085,14789,"0"" 09ays""",Germany
1383,15569,23085,"0"" 20ays""",Denmark
1384,14985,46995,"0"" 08ays""",Belgium
1385,22665,58255,"0"" 31ays""",Cyprus
1386,14505,36135,"0"" 04ays""",Finland
1387,14815,19944,"0"" 18ays""",France
1388,15909,50396,"0"" 10ays""",Denmark
1389,10229,17687,"0"" 02ays""",Belgium
1390,9030,15515,"0"" 15ays""",Cyprus
1391,12678,23966,"0"" 14ays""",Austria
1392,7045,13709,"0"" 03ays""",Ireland
1393,15156,47203,"0"" 08ays""",Estonia
1394,25411,48312,"0"" 01ays""",Slovakia
1395,23404,72873,"0"" 05ays""",Cyprus
1396,16082,21417,"0"" 15ays""",Malta
1397,10305,24073,"0"" 16ays""",Slovenia
1398,7441,10407,"0"" 14ays""",Ireland
1399,14914,32858,"0"" 05ays""",Austria
1400,20837,32656,"0"" 05ays""",Lithuania
1401,28264,68127,"0"" 13ays""",Slovenia
1402,9045,13903,"0"" 04ays""",Slovakia
1403,21679,39335,"0"" 10ays""",Luxembourg
1404,16885,22267,"0"" 11ays""",Finland
1405,8783,12481,"0"" 04ays""",Finland
1406,16685,38940,"0"" 22ays""",Portugal
1407,19463,24673,"0"" 03ays""",Bulgaria
1408,18521,31039,"0"" 15ays""",Slovakia
1409,22955,28265,"0"" 20ays""",Austria
1410,10577,19079,"0"" 13ays""",Malta
1411,20167,39807,"0"" 17ays""",Latvia
1412,26363,84246,"0"" 10ays""",Slovakia
1413,12127,30111,"0"" 01ays""",Czech Republic
1414,5599,7521,"0"" 14ays""",Sweden
1415,23872,73843,"0"" 05ays""",Slovakia
1416,24223,44783,"0"" 01ays""",Estonia
1417,6089,14893,"0"" 03ays""",Portugal
1418,26656,48370,"0"" 18ays""",Hungary
1419,12515,32436,"0"" 07ays""",Malta
1420,24534,71621,"0"" 16ays""",Denmark
1421,5944,17735,"0"" 16ays""",Belgium
1422,15510,28019,"0"" 01ays""",Finland
1423,23174,45852,"0"" 16ays""",Italy
1424,10121,22673,"0"" 03ays""",Finland
1425,7518,17956,"0"" 07ays""",Italy
1426,12261,22982,"0"" 03ays""",Luxembourg
1427,24018,75655,"0"" 19ays""",Lithuania
1428,7370,20990,"0"" 13ays""",Estonia
1429,28184,65197,"0"" 05ays""",Croatia
1430,19326,40958,"0"" 09ays""",Austria
1431,25382,59350,"0"" 11ays""",Finland
1432,7856,23391,"0"" 31ays""",Bulgaria
1433,26966,55982,"0"" 09ays""",The Netherlands
1434,9538,20119,"0"" 11ays""",Romania
1435,25729,34708,"0"" 19ays""",Croatia
1436,23715,64354,"0"" 02ays""",Ireland
1437,27535,46099,"0"" 18ays""",Luxembourg
1438,23441,29252,"0"" 09ays""",Czech Republic
1439,28620,41788,"0"" 16ays""",Lithuania
1440,16799,31029,"0"" 22ays""",Lithuania
1441,15922,40773,"0"" 22ays""",Czech Republic
1442,14040,34114,"0"" 12ays""",Croatia
1443,25901,65380,"0"" 10ays""",Latvia
1444,22169,64258,"0"" 11ays""",Spain
1445,27655,39377,"0"" 09ays""",Belgium
1446,24448,36466,"0"" 11ays""",France
1447,21288,27704,"0"" 31ays""",Sweden
1448,26964,49498,"0"" 18ays""",Ireland
1449,17630,55325,"0"" 11ays""",Finland
1450,19327,24050,"0"" 12ays""",Malta
1451,26720,74398,"0"" 17ays""",Belgium
1452,29205,66999,"0"" 11ays""",Malta
1453,7584,22060,"0"" 16ays""",Romania
1454,21334,66919,"0"" 01ays""",Malta
1455,5476,10799,"0"" 05ays""",Latvia
1456,12394,22688,"0"" 12ays""",Slovenia
1457,29101,73733,"0"" 21ays""",Croatia
1458,18742,23348,"0"" 17ays""",Finland
1459,21532,47507,"0"" 15ays""",Hungary
1460,24333,46643,"0"" 11ays""",Czech Republic
1461,14545,35095,"0"" 08ays""",Cyprus
1462,28316,44426,"0"" 18ays""",Spain
1463,15441,38146,"0"" 08ays""",Luxembourg
1464,17758,28574,"0"" 20ays""",Ireland
1465,26087,58018,"0"" 01ays""",Czech Republic
1466,7427,17689,"0"" 15ays""",Latvia
1467,6679,20427,"0"" 02ays""",Luxembourg
1468,23390,54286,"0"" 18ays""",The Netherlands
1469,10919,28105,"0"" 22ays""",Portugal
1470,27103,37932,"0"" 03ays""",Lithuania
1471,24519,51324,"0"" 07ays""",Denmark
1472,21546,66244,"0"" 21ays""",Cyprus
1473,23746,28887,"0"" 06ays""",Slovenia
1474,14553,43254,"0"" 31ays""",Poland
1475,25467,33438,"0"" 21ays""",Czech Republic
1476,15659,32217,"0"" 14ays""",Greece
1477,6850,8774,"0"" 16ays""",Romania
1478,19753,53448,"0"" 14ays""",Cyprus
1479,8596,23633,"0"" 05ays""",Bulgaria
1480,20522,27296,"0"" 10ays""",Sweden
1481,5262,15614,"0"" 17ays""",Croatia
1482,14765,31093,"0"" 11ays""",Cyprus
1483,7604,16362,"0"" 11ays""",Latvia
1484,14156,22557,"0"" 15ays""",Poland
1485,15104,33905,"0"" 31ays""",Finland
1486,25657,43655,"0"" 05ays""",Malta
1487,26187,55474,"0"" 06ays""",Lithuania
1488,6367,11459,"0"" 05ays""",Denmark
1489,23122,51771,"0"" 10ays""",France
1490,28644,76906,"0"" 14ays""",Lithuania
1491,29099,41865,"0"" 19ays""",Bulgaria
1492,17564,30976,"0"" 12ays""",Germany
1493,17969,55153,"0"" 31ays""",Croatia
1494,15755,33864,"0"" 04ays""",Cyprus
1495,26570,74626,"0"" 10ays""",Finland
1496,11894,16138,"0"" 01ays""",Lithuania
1497,15216,19980,"0"" 09ays""",Cyprus
1498,21254,47621,"0"" 14ays""",Poland
1499,10174,15444,"0"" 18ays""",Czech Republic
1500,28180,67438,"0"" 19ays""",Croatia
1501,25427,73545,"0"" 20ays""",Cyprus
1502,17084,43558,"0"" 19ays""",Denmark
1503,9116,21253,"0"" 03ays""",Czech Republic
1504,6791,10825,"0"" 12ays""",Cyprus
1505,8211,17418,"0"" 03ays""",Hungary
1506,24050,73159,"0"" 02ays""",Germany
1507,7497,10495,"0"" 08ays""",Bulgaria
1508,29548,64986,"0"" 31ays""",Portugal
1509,14958,39371,"0"" 15ays""",Austria
1510,21016,35920,"0"" 03ays""",Croatia
1511,14699,28653,"0"" 05ays""",Romania
1512,27758,35542,"0"" 15ays""",Denmark
1513,14695,46246,"0"" 17ays""",Portugal
1514,18024,30987,"0"" 19ays""",Lithuania
1515,8492,11882,"0"" 20ays""",Cyprus
1516,13233,29665,"0"" 10ays""",Latvia
1517,10863,28494,"0"" 13ays""",Poland
1518,7277,21196,"0"" 09ays""",Luxembourg
1519,26042,71435,"0"" 17ays""",Slovakia
1520,15208,19677,"0"" 08ays""",Greece
1521,18898,56496,"0"" 12ays""",Poland
1522,10960,34933,"0"" 31ays""",Hungary
1523,9387,16902,"0"" 08ays""",Luxembourg
1524,24226,40322,"0"" 12ays""",Austria
1525,7483,17869,"0"" 31ays""",France
1526,25780,78601,"0"" 05ays""",Czech Republic
1527,10689,32555,"0"" 31ays""",Cyprus
1528,9696,19537,"0"" 17ays""",Cyprus
1529,17800,23236,"0"" 17ays""",Luxembourg
1530,7844,19316,"0"" 07ays""",Cyprus
1531,27488,80814,"0"" 20ays""",France
1532,23750,49056,"0"" 10ays""",Bulgaria
1533,23115,52485,"0"" 19ays""",France
1534,17915,40171,"0"" 10ays""",Portugal
1535,11223,14432,"0"" 12ays""",Hungary
1536,7454,9359,"0"" 06ays""",Bulgaria
1537,11287,15682,"0"" 17ays""",The Netherlands
1538,25058,44378,"0"" 06ays""",Portugal
1539,17073,21813,"0"" 31ays""",Ireland
1540,17532,34505,"0"" 02ays""",Lithuania
1541,11769,24898,"0"" 31ays""",Latvia
1542,16147,43553,"0"" 22ays""",Latvia
1543,10112,22178,"0"" 06ays""",Austria
1544,6180,12958,"0"" 14ays""",Belgium
1545,8800,24639,"0"" 21ays""",Belgium
1546,5408,9202,"0"" 31ays""",Croatia
1547,21687,32484,"0"" 09ays""",Sweden
1548,9461,24666,"0"" 21ays""",Slovenia
1549,16615,37276,"0"" 11ays""",Malta
1550,17285,38345,"0"" 02ays""",Greece
1551,13090,26709,"0"" 15ays""",Czech Republic
1552,5262,11714,"0"" 21ays""",Greece
1553,20441,28251,"0"" 12ays""",Hungary
1554,20554,47666,"0"" 01ays""",Bulgaria
1555,14906,40435,"0"" 05ays""",Romania
1556,21221,52313,"0"" 03ays""",Ireland
1557,16576,24037,"0"" 14ays""",Croatia
1558,28282,66376,"0"" 01ays""",Czech Republic
1559,11934,35998,"0"" 03ays""",Cyprus
1560,27540,80693,"0"" 02ays""",Malta
1561,27103,62520,"0"" 01ays""",Greece
1562,12287,33499,"0"" 13ays""",Hungary
1563,5463,8249,"0"" 06ays""",Czech Republic
1564,26408,67524,"0"" 05ays""",Denmark
1565,27928,40740,"0"" 13ays""",Belgium
1566,5255,7040,"0"" 12ays""",Spain
1567,15491,28527,"0"" 09ays""",Spain
1568,20070,37267,"0"" 09ays""",Poland
1569,19227,51193,"0"" 17ays""",Bulgaria
1570,26469,36520,"0"" 20ays""",Slovakia
1571,15457,19935,"0"" 12ays""",France
1572,29598,80346,"0"" 07ays""",Belgium
1573,12743,37146,"0"" 10ays""",Latvia
1574,20197,42568,"0"" 06ays""",Croatia
1575,5921,9389,"0"" 11ays""",Cyprus
1576,10295,18838,"0"" 20ays""",Greece
1577,12912,24337,"0"" 01ays""",Slovakia
1578,14004,38015,"0"" 12ays""",Latvia
1579,8962,13203,"0"" 03ays""",Romania
1580,14535,18406,"0"" 10ays""",Portugal
1581,29882,75770,"0"" 12ays""",Austria
1582,19402,29861,"0"" 02ays""",Croatia
1583,5236,9449,"0"" 02ays""",Hungary
1584,18821,35166,"0"" 10ays""",Croatia
1585,24766,37596,"0"" 20ays""",France
1586,15340,45040,"0"" 31ays""",Malta
1587,20699,47095,"0"" 05ays""",France
1588,21065,52840,"0"" 09ays""",Germany
1589,21997,35050,"0"" 17ays""",France
1590,29271,52860,"0"" 17ays""",Slovakia
1591,22508,29308,"0"" 18ays""",Germany
1592,10365,31588,"0"" 07ays""",Latvia
1593,22830,34748,"0"" 31ays""",Germany
1594,10915,32605,"0"" 01ays""",Hungary
1595,15583,20143,"0"" 21ays""",The Netherlands
1596,9846,30736,"0"" 06ays""",Czech Republic
1597,8026,25183,"0"" 05ays""",The Netherlands
1598,9541,29220,"0"" 12ays""",Finland
1599,10588,13769,"0"" 15ays""",France
1600,19778,46242,"0"" 16ays""",Denmark
1601,13594,40300,"0"" 16ays""",Poland
1602,21630,35494,"0"" 09ays""",Poland
1603,28271,60764,"0"" 16ays""",Croatia
1604,11423,26946,"0"" 09ays""",Austria
1605,25401,71955,"0"" 09ays""",Ireland
1606,26896,75519,"0"" 15ays""",Latvia
1607,23650,74011,"0"" 31ays""",Austria
1608,26597,54025,"0"" 12ays""",Poland
1609,25798,41221,"0"" 15ays""",Portugal
1610,6052,15875,"0"" 17ays""",Germany
1611,5482,6698,"0"" 31ays""",Bulgaria
1612,8174,15018,"0"" 17ays""",Slovakia
1613,26742,42551,"0"" 18ays""",Spain
1614,20561,30862,"0"" 21ays""",Ireland
1615,5293,11776,"0"" 08ays""",Croatia
1616,21828,59528,"0"" 07ays""",The Netherlands
1617,27397,46320,"0"" 16ays""",Finland
1618,28217,57147,"0"" 21ays""",Spain
1619,12792,35272,"0"" 13ays""",Ireland
1620,9745,22684,"0"" 08ays""",Estonia
1621,23836,41776,"0"" 03ays""",Spain
1622,29281,64996,"0"" 31ays""",Estonia
1623,15940,34578,"0"" 18ays""",Portugal
1624,9173,26222,"0"" 11ays""",Slovenia
1625,13806,23898,"0"" 05ays""",Romania
1626,16010,45077,"0"" 15ays""",Luxembourg
1627,12868,28920,"0"" 14ays""",Poland
1628,11062,22556,"0"" 18ays""",Spain
1629,20566,32401,"0"" 19ays""",Ireland
1630,9194,22416,"0"" 13ays""",Greece
1631,19633,35722,"0"" 05ays""",Latvia
1632,15753,31924,"0"" 14ays""",Denmark
1633,24256,47823,"0"" 13ays""",Sweden
1634,19430,40781,"0"" 22ays""",Portugal
1635,16047,27201,"0"" 18ays""",Estonia
1636,7712,21351,"0"" 06ays""",Spain
1637,5296,15745,"0"" 21ays""",Germany
1638,29105,78106,"0"" 21ays""",Sweden
1639,5387,16211,"0"" 05ays""",Cyprus
1640,9615,13809,"0"" 09ays""",Austria
1641,5645,11166,"0"" 02ays""",Italy
1642,6370,9093,"0"" 15ays""",The Netherlands
1643,27206,71203,"0"" 08ays""",Latvia
1644,22199,59927,"0"" 14ays""",Italy
1645,22975,70659,"0"" 15ays""",Austria
1646,22559,52744,"0"" 21ays""",Denmark
1647,11512,15428,"0"" 04ays""",Finland
1648,10981,14596,"0"" 14ays""",Slovakia
1649,25133,61289,"0"" 04ays""",The Netherlands
1650,8188,19914,"0"" 31ays""",Denmark
1651,20766,66163,"0"" 18ays""",Slovenia
1652,7588,16601,"0"" 20ays""",The Netherlands
1653,15044,31350,"0"" 08ays""",Hungary
1654,15798,40211,"0"" 17ays""",The Netherlands
1655,14312,43376,"0"" 01ays""",Malta
1656,5884,17386,"0"" 10ays""",Slovenia
1657,20681,57168,"0"" 18ays""",Denmark
1658,15415,47394,"0"" 05ays""",Slovenia
1659,5979,16501,"0"" 12ays""",Spain
1660,16250,25512,"0"" 06ays""",Latvia
1661,6482,8604,"0"" 12ays""",Lithuania
1662,14409,39331,"0"" 20ays""",Austria
1663,7646,11558,"0"" 17ays""",Hungary
1664,29440,56073,"0"" 12ays""",Poland
1665,5945,15177,"0"" 12ays""",Estonia
1666,5325,15393,"0"" 10ays""",Czech Republic
1667,15726,39420,"0"" 18ays""",Ireland
1668,19481,46325,"0"" 09ays""",Greece
1669,20848,38839,"0"" 13ays""",Slovenia
1670,29069,51671,"0"" 18ays""",Cyprus
1671,23993,58581,"0"" 02ays""",Hungary
1672,22066,52418,"0"" 01ays""",The Netherlands
1673,10771,20201,"0"" 10ays""",Slovakia
1674,29025,52926,"0"" 03ays""",Slovenia
1675,27687,71083,"0"" 06ays""",Denmark
1676,27354,56688,"0"" 31ays""",Luxembourg
1677,8344,10467,"0"" 13ays""",Bulgaria
1678,21254,63742,"0"" 18ays""",Bulgaria
1679,23807,58194,"0"" 06ays""",Sweden
1680,13762,41963,"0"" 14ays""",Slovakia
1681,19114,39778,"0"" 13ays""",Czech Republic
1682,15863,37906,"0"" 04ays""",Romania
1683,6052,12076,"0"" 09ays""",Portugal
1684,23744,62591,"0"" 22ays""",Germany
1685,22813,34084,"0"" 15ays""",Germany
1686,18348,31406,"0"" 09ays""",Austria
1687,12310,32510,"0"" 02ays""",Portugal
1688,6330,18971,"0"" 07ays""",Czech Republic
1689,14352,24935,"0"" 31ays""",Spain
1690,7119,12198,"0"" 12ays""",Romania
1691,11994,35231,"0"" 08ays""",Croatia
1692,27365,52436,"0"" 01ays""",Latvia
1693,27500,52651,"0"" 16ays""",Belgium
1694,29294,39128,"0"" 18ays""",Estonia
1695,22284,69437,"0"" 04ays""",Malta
1696,23456,36188,"0"" 05ays""",Bulgaria
1697,13886,34508,"0"" 15ays""",Lithuania
1698,16593,51247,"0"" 15ays""",France
1699,17838,29325,"0"" 03ays""",Poland
1700,27989,40284,"0"" 10ays""",Portugal
1701,25552,73399,"0"" 19ays""",Latvia
1702,22832,58520,"0"" 19ays""",Austria
1703,18032,38234,"0"" 19ays""",Slovakia
1704,5142,9447,"0"" 11ays""",Italy
1705,18431,38053,"0"" 03ays""",Latvia
1706,9066,19687,"0"" 16ays""",Latvia
1707,16722,42052,"0"" 13ays""",Romania
1708,15307,27289,"0"" 04ays""",Poland
1709,22232,27694,"0"" 08ays""",Slovenia
1710,14750,26989,"0"" 20ays""",Belgium
1711,28752,67561,"0"" 17ays""",The Netherlands
1712,11612,35251,"0"" 21ays""",Estonia
1713,12301,25631,"0"" 08ays""",Hungary
1714,14000,22622,"0"" 11ays""",Sweden
1715,8993,14841,"0"" 19ays""",Lithuania
1716,17630,49495,"0"" 31ays""",Croatia
1717,10974,24262,"0"" 20ays""",Romania
1718,25243,71566,"0"" 09ays""",Portugal
1719,23944,64361,"0"" 19ays""",Lithuania
1720,20314,29648,"0"" 19ays""",Finland
1721,24721,64643,"0"" 14ays""",Estonia
1722,11883,32571,"0"" 14ays""",Belgium
1723,8472,20002,"0"" 18ays""",Romania
1724,19780,60110,"0"" 13ays""",Germany
1725,8573,11627,"0"" 12ays""",Sweden
1726,21849,62478,"0"" 07ays""",Romania
1727,17866,50699,"0"" 22ays""",Belgium
1728,24976,35152,"0"" 08ays""",Greece
1729,7167,18240,"0"" 15ays""",Austria
1730,9401,26538,"0"" 22ays""",Croatia
1731,18805,28978,"0"" 17ays""",Slovenia
1732,19270,30923,"0"" 05ays""",Lithuania
1733,23869,29434,"0"" 02ays""",Slovakia
1734,22544,53855,"0"" 08ays""",Denmark
1735,17915,43812,"0"" 01ays""",France
1736,13541,30457,"0"" 21ays""",Luxembourg
1737,5898,15711,"0"" 02ays""",Greece
1738,27347,35162,"0"" 18ays""",Denmark
1739,24640,69633,"0"" 14ays""",Greece
1740,29246,90434,"0"" 05ays""",Poland
1741,16291,42473,"0"" 13ays""",Cyprus
1742,25005,65396,"0"" 18ays""",Latvia
1743,23773,33149,"0"" 12ays""",Hungary
1744,20293,60517,"0"" 18ays""",Spain
1745,9406,15455,"0"" 16ays""",Bulgaria
1746,23387,46427,"0"" 17ays""",Belgium
1747,9074,28420,"0"" 07ays""",The Netherlands
1748,18034,37870,"0"" 04ays""",Portugal
1749,18533,53634,"0"" 15ays""",Slovenia
1750,28283,85310,"0"" 11ays""",Lithuania
1751,14017,18853,"0"" 16ays""",Cyprus
1752,5815,11656,"0"" 10ays""",Czech Republic
1753,17265,38884,"0"" 14ays""",Belgium
1754,19929,63298,"0"" 08ays""",Malta
1755,27365,60393,"0"" 16ays""",Malta
1756,26190,69952,"0"" 07ays""",Lithuania
1757,10943,19712,"0"" 19ays""",Luxembourg
1758,7683,12603,"0"" 08ays""",Cyprus
1759,10302,29610,"0"" 13ays""",Austria
1760,28117,88907,"0"" 08ays""",Latvia
1761,10732,26780,"0"" 09ays""",Sweden
1762,28674,71025,"0"" 19ays""",Slovenia
1763,9622,30060,"0"" 02ays""",Romania
1764,25713,81189,"0"" 16ays""",Bulgaria
1765,18334,29977,"0"" 08ays""",Bulgaria
1766,21520,30844,"0"" 18ays""",Hungary
1767,10419,29387,"0"" 22ays""",Romania
1768,8838,21807,"0"" 31ays""",Romania
1769,27140,58351,"0"" 31ays""",Spain
1770,6950,12729,"0"" 04ays""",Ireland
1771,26881,85209,"0"" 06ays""",Sweden
1772,26088,48252,"0"" 22ays""",Spain
1773,10724,23629,"0"" 12ays""",Sweden
1774,16899,37557,"0"" 13ays""",Estonia
1775,20155,46453,"0"" 17ays""",Finland
1776,16144,45869,"0"" 13ays""",Malta
1777,8230,18267,"0"" 04ays""",Latvia
1778,14729,20361,"0"" 18ays""",Finland
1779,28130,79526,"0"" 01ays""",Denmark
1780,20495,63686,"0"" 20ays""",The Netherlands
1781,27981,86566,"0"" 17ays""",Germany
1782,10754,13323,"0"" 15ays""",Romania
1783,10245,13813,"0"" 21ays""",Denmark
1784,11313,24285,"0"" 09ays""",Slovenia
1785,28138,59662,"0"" 05ays""",Lithuania
1786,29344,59654,"0"" 05ays""",The Netherlands
1787,16186,36054,"0"" 08ays""",Finland
1788,7836,13008,"0"" 09ays""",Bulgaria
